Block number,Coinbase emission,Total fees
28330,17126289218946,0
28331,17126272886044,0
28332,17126256553157,0
28333,17126240220286,0
28334,17126223887431,0
28335,17126207554591,0
28336,17126191221767,0
28337,17126174888958,0
28338,17126158556165,0
28339,17126142223387,0
28340,17126125890625,0
28341,17126109557879,0
28342,17126093225148,0
28343,17126076892433,0
28344,17126060559733,0
28345,17126044227049,0
28346,17126027894380,0
28347,17126011561728,0
28348,17125995229090,0
28349,17125978896468,0
28350,17125962563862,0
28351,17125946231272,0
28352,17125929898696,0
28353,17125913566137,0
28354,17125897233593,0
28355,17125880901065,1997295
28356,17125864568552,0
28357,17125848236055,0
28358,17125831903573,0
28359,17125815571107,0
28360,17125799238657,0
28361,17125782906222,0
28362,17125766573802,0
28363,17125750241399,0
28364,17125733909011,0
28365,17125717576638,0
28366,17125701244281,0
28367,17125684911940,0
28368,17125668579614,0
28369,17125652247303,0
28370,17125635915009,0
28371,17125619582730,0
28372,17125603250466,0
28373,17125586918218,0
28374,17125570585986,0
28375,17125554253769,0
28376,17125537921568,0
28377,17125521589382,0
28378,17125505257212,0
28379,17125488925057,0
28380,17125472592918,0
28381,17125456260795,0
28382,17125439928687,0
28383,17125423596595,0
28384,17125407264518,0
28385,17125390932457,0
28386,17125374600412,0
28387,17125358268382,0
28388,17125341936368,0
28389,17125325604369,0
28390,17125309272386,0
28391,17125292940418,0
28392,17125276608466,0
28393,17125260276530,0
28394,17125243944609,0
28395,17125227612703,0
28396,17125211280814,0
28397,17125194948939,0
28398,17125178617081,0
28399,17125162285238,0
28400,17125145953410,0
28401,17125129621599,0
28402,17125113289802,0
28403,17125096958022,0
28404,17125080626256,0
28405,17125064294507,0
28406,17125047962773,0
28407,17125031631054,0
28408,17125015299352,0
28409,17124998967664,0
28410,17124982635993,0
28411,17124966304337,0
28412,17124949972696,0
28413,17124933641071,0
28414,17124917309462,0
28415,17124900977868,0
28416,17124884646290,0
28417,17124868314727,0
28418,17124851983180,0
28419,17124835651648,0
28420,17124819320132,0
28421,17124802988632,0
28422,17124786657147,0
28423,17124770325678,0
28424,17124753994224,0
28425,17124737662786,0
28426,17124721331364,0
28427,17124704999957,0
28428,17124688668566,0
28429,17124672337190,0
28430,17124656005830,0
28431,17124639674485,0
28432,17124623343156,0
28433,17124607011843,0
28434,17124590680545,0
28435,17124574349262,0
28436,17124558017996,0
28437,17124541686745,0
28438,17124525355509,0
28439,17124509024289,0
28440,17124492693085,0
28441,17124476361896,0
28442,17124460030722,0
28443,17124443699565,0
28444,17124427368423,0
28445,17124411037296,0
28446,17124394706185,0
28447,17124378375090,0
28448,17124362044010,0
28449,17124345712945,0
28450,17124329381897,0
28451,17124313050864,0
28452,17124296719846,0
28453,17124280388844,0
28454,17124264057858,1350043
28455,17124247726887,0
28456,17124231395932,0
28457,17124215064992,0
28458,17124198734068,0
28459,17124182403159,0
28460,17124166072266,0
28461,17124149741389,0
28462,17124133410527,0
28463,16264897381090,1977561
28464,17124101568266,0
28465,17124085237450,0
28466,17124068906650,0
28467,17124052575865,0
28468,17124036245096,0
28469,17124019914343,0
28470,17124003583605,0
28471,17123987252882,0
28472,17123970922175,0
28473,17123954591484,0
28474,17123938260808,0
28475,17123921930148,0
28476,17123905599504,0
28477,17123889268875,0
28478,17123872938261,0
28479,17123856607664,0
28480,17123840277081,0
28481,17123823946515,0
28482,17123807615964,0
28483,17123791285428,0
28484,17123774954908,0
28485,17123758624404,0
28486,17123742293915,0
28487,17123725963442,0
28488,17123709632984,0
28489,17123693302542,0
28490,17123676972115,0
28491,17123660641705,0
28492,17123644311309,0
28493,17123627980929,0
28494,17123611650565,0
28495,17123595320217,0
28496,17123578989883,0
28497,17123562659566,0
28498,17123546329264,0
28499,17123529998978,0
28500,17123513668707,0
28501,17123497338452,0
28502,17123481008212,0
28503,17123464677988,0
28504,17123448347780,0
28505,17123432017587,0
28506,17123415687409,1342097
28507,17123399357248,0
28508,17123383027101,0
28509,17123366696971,0
28510,17123350366856,0
28511,17123334036756,0
28512,17123317706673,0
28513,17123301376604,0
28514,17123285046551,0
28515,17123268716514,0
28516,17123252386493,0
28517,17123236056487,0
28518,17123219726496,0
28519,17123203396521,0
28520,17123187066562,0
28521,17123170736618,0
28522,17123154406690,0
28523,17123138076778,0
28524,17123121746881,0
28525,17123105416999,0
28526,17123089087133,0
28527,17123072757283,0
28528,17123056427448,0
28529,17123040097629,0
28530,17123023767826,0
28531,17123007438038,0
28532,17122991108265,0
28533,17122974778508,0
28534,17122958448767,0
28535,17122942119042,0
28536,17122925789331,0
28537,17122909459637,0
28538,17122893129958,0
28539,17122876800294,0
28540,17122860470647,0
28541,17122844141014,0
28542,17122827811398,0
28543,17122811481797,0
28544,17122795152211,0
28545,17122778822641,0
28546,17122762493087,0
28547,17122746163548,0
28548,17122729834025,0
28549,17122713504517,0
28550,17122697175025,0
28551,17122680845548,0
28552,17122664516087,0
28553,17122648186642,0
28554,17122631857212,0
28555,17122615527798,0
28556,17122599198399,0
28557,17122582869016,0
28558,17122566539649,0
28559,17122550210297,0
28560,17122533880960,0
28561,17122517551640,0
28562,17122501222334,0
28563,17122484893045,0
28564,17122468563771,0
28565,17122452234512,0
28566,17122435905269,0
28567,17122419576042,0
28568,17122403246830,0
28569,17122386917634,0
28570,17122370588453,0
28571,17122354259288,0
28572,17122337930139,0
28573,17122321601005,0
28574,17122305271886,0
28575,17122288942784,0
28576,17122272613696,0
28577,17122256284625,0
28578,17122239955569,0
28579,17122223626528,0
28580,17122207297503,0
28581,17122190968494,0
28582,17122174639500,0
28583,17122158310522,0
28584,17122141981559,0
28585,17122125652612,0
28586,17122109323681,0
28587,17122092994765,0
28588,17122076665865,0
28589,17122060336980,0
28590,17122044008111,0
28591,17122027679257,0
28592,17122011350419,0
28593,17121995021597,0
28594,17121978692790,0
28595,17121962363998,0
28596,17121946035223,0
28597,17121929706462,0
28598,17121913377718,0
28599,17121897048989,0
28600,17121880720275,0
28601,17121864391577,0
28602,17121848062895,0
28603,17121831734228,0
28604,17121815405577,0
28605,17121799076942,0
28606,17121782748322,0
28607,17121766419717,0
28608,17121750091128,0
28609,17121733762555,0
28610,17121717433997,0
28611,17121701105455,0
28612,17121684776928,0
28613,17121668448417,0
28614,17121652119922,0
28615,17121635791442,0
28616,17121619462978,0
28617,17121603134529,0
28618,17121586806096,0
28619,17121570477678,0
28620,17121554149276,0
28621,17121537820890,1000000
28622,17121521492519,0
28623,17121505164164,0
28624,17121488835824,0
28625,17121472507500,0
28626,17121456179191,0
28627,17121439850898,0
28628,17121423522621,0
28629,17121407194359,0
28630,17121390866112,1000000
28631,17121374537882,0
28632,17121358209667,1645471
28633,17121341881467,0
28634,17121325553283,0
28635,17121309225115,0
28636,17121292896962,0
28637,17121276568824,0
28638,17121260240703,0
28639,16320955196286,1593437
28640,16735743848668,1396140
28641,17114260789815,1646184
28642,17121196065841,0
28643,17121179737796,0
28644,17121163409766,0
28645,17121147081753,0
28646,17121130753754,0
28647,17121114425772,0
28648,17121098097805,0
28649,17121081769853,0
28650,17121065441917,0
28651,17121049113997,0
28652,17121032786092,0
28653,17121016458203,0
28654,17121000130329,0
28655,17120983802471,0
28656,17120967474628,0
28657,17120951146801,0
28658,17120934818990,0
28659,17120918491194,0
28660,17120902163414,0
28661,17120885835649,0
28662,17120869507900,0
28663,17120853180167,0
28664,17120836852449,0
28665,17120820524746,0
28666,17120804197060,0
28667,17120787869388,0
28668,17120771541733,0
28669,17120755214093,0
28670,17120738886468,0
28671,17120722558859,0
28672,17120706231266,0
28673,17120689903688,0
28674,17120673576126,0
28675,17120657248579,0
28676,17120640921048,0
28677,17120624593532,0
28678,17120608266032,0
28679,17120591938548,0
28680,17120575611079,0
28681,17120559283626,0
28682,17120542956188,0
28683,17120526628766,0
28684,17120510301360,0
28685,17120493973969,0
28686,17120477646593,0
28687,17120461319233,0
28688,17120444991889,0
28689,17120428664561,0
28690,17120412337247,0
28691,17120396009950,0
28692,17120379682668,2000000
28693,17120363355402,0
28694,17120347028151,0
28695,17120330700915,0
28696,17120314373696,0
28697,17120298046492,0
28698,17120281719303,0
28699,17120265392130,0
28700,17120249064973,0
28701,17120232737831,0
28702,17120216410705,0
28703,17120200083594,0
28704,17120183756499,0
28705,17120167429419,0
28706,17120151102355,0
28707,17120134775307,0
28708,17120118448274,0
28709,17120102121257,0
28710,17120085794255,0
28711,17120069467269,0
28712,17120053140299,0
28713,17120036813344,0
28714,17120020486404,0
28715,17120004159480,0
28716,17119987832572,0
28717,17119971505679,0
28718,17119955178802,0
28719,17119938851941,0
28720,17119922525095,0
28721,17119906198264,0
28722,17119889871449,0
28723,17119873544650,0
28724,17119857217867,0
28725,17119840891098,0
28726,17119824564346,0
28727,17119808237609,0
28728,17119791910887,0
28729,17119775584182,0
28730,17119759257491,1222688
28731,17119742930817,0
28732,17119726604157,0
28733,17119710277514,0
28734,17119693950886,0
28735,17119677624273,0
28736,17119661297677,0
28737,17119644971095,0
28738,17119628644530,0
28739,17119612317979,0
28740,17119595991445,0
28741,17119579664926,0
28742,17119563338422,0
28743,17119547011935,0
28744,17119530685462,0
28745,17119514359006,0
28746,17119498032564,0
28747,17119481706139,0
28748,17119465379729,0
28749,17119449053334,0
28750,17119432726956,0
28751,17119416400592,0
28752,17119400074244,0
28753,17119383747912,0
28754,17119367421596,0
28755,17119351095295,0
28756,17119334769009,0
28757,17119318442739,0
28758,17119302116485,0
28759,17119285790246,0
28760,17119269464023,0
28761,17119253137816,0
28762,17119236811623,0
28763,17119220485447,0
28764,17119204159286,0
28765,17119187833141,0
28766,17119171507011,0
28767,17119155180897,0
28768,17119138854798,0
28769,17119122528715,0
28770,17119106202648,0
28771,17119089876596,0
28772,17119073550559,0
28773,17119057224539,1000000
28774,17119040898534,0
28775,17119024572544,0
28776,17119008246570,0
28777,17118991920611,0
28778,17118975594668,0
28779,17118959268741,0
28780,17118942942829,0
28781,17118926616933,0
28782,17118910291052,0
28783,17118893965187,0
28784,17118877639338,0
28785,17118861313504,0
28786,17118844987686,0
28787,17118828661883,0
28788,17118812336096,0
28789,17118796010324,0
28790,17118779684568,0
28791,17118763358827,0
28792,17118747033102,0
28793,17118730707393,0
28794,17118714381699,0
28795,17118698056021,0
28796,17118681730358,0
28797,17118665404711,0
28798,17118649079080,0
28799,17118632753464,0
28800,17118616427863,0
28801,17118600102279,0
28802,17118583776709,0
28803,17118567451156,0
28804,17118551125617,0
28805,17118534800095,0
28806,17118518474588,0
28807,17118502149097,0
28808,17118485823621,0
28809,17118469498160,0
28810,17118453172716,0
28811,17118436847287,0
28812,17118420521873,0
28813,17118404196475,0
28814,17118387871093,0
28815,17118371545726,0
28816,17118355220375,0
28817,17118338895039,0
28818,17118322569719,0
28819,17118306244414,0
28820,17118289919125,0
28821,17118273593852,0
28822,17118257268594,0
28823,17118240943352,0
28824,17118224618125,0
28825,17118208292914,0
28826,17118191967718,0
28827,17118175642538,0
28828,17118159317374,0
28829,17118142992225,0
28830,17118126667091,0
28831,17118110341974,0
28832,17118094016871,0
28833,17118077691785,0
28834,17118061366714,0
28835,17118045041658,0
28836,17118028716618,0
28837,17118012391594,0
28838,17117996066585,0
28839,17117979741592,0
28840,17117963416614,0
28841,17117947091652,0
28842,17117930766706,0
28843,17117914441775,0
28844,17117898116860,0
28845,17117881791960,0
28846,17117865467076,0
28847,17117849142207,0
28848,17117832817354,0
28849,17117816492516,0
28850,17117800167694,0
28851,17117783842888,0
28852,17117767518097,0
28853,17117751193322,0
28854,17117734868562,0
28855,17117718543818,0
28856,17117702219090,0
28857,17117685894377,0
28858,17117669569679,0
28859,17117653244998,0
28860,17117636920331,0
28861,17117620595681,0
28862,17117604271046,0
28863,17117587946426,0
28864,17117571621822,0
28865,17117555297234,0
28866,17117538972661,0
28867,17117522648103,0
28868,17117506323562,0
28869,17117489999036,0
28870,17117473674525,0
28871,17117457350030,0
28872,17117441025551,0
28873,17117424701087,0
28874,17117408376638,0
28875,17117392052206,0
28876,17117375727788,0
28877,17117359403387,0
28878,17117343079001,0
28879,17117326754630,0
28880,17117310430276,0
28881,17117294105936,0
28882,17117277781612,0
28883,17117261457304,0
28884,17117245133012,0
28885,17117228808735,0
28886,17117212484473,0
28887,17117196160227,0
28888,17117179835997,0
28889,17117163511782,0
28890,17117147187583,0
28891,17117130863399,0
28892,17117114539231,0
28893,17117098215079,0
28894,17117081890942,0
28895,17117065566820,0
28896,17117049242715,0
28897,17117032918624,0
28898,17117016594550,0
28899,17117000270491,0
28900,17116983946447,0
28901,17116967622419,0
28902,17116951298407,0
28903,17116934974410,0
28904,17116918650429,0
28905,17116902326463,0
28906,17116886002513,0
28907,17116869678578,0
28908,17116853354659,0
28909,17116837030756,0
28910,17116820706868,0
28911,17116804382996,0
28912,17116788059139,0
28913,17116771735298,0
28914,17116755411472,0
28915,17116739087662,0
28916,17116722763868,0
28917,17116706440089,0
28918,17116690116325,0
28919,17116673792578,0
28920,17116657468846,0
28921,17116641145129,0
28922,17116624821428,0
28923,17116608497742,0
28924,17116592174073,0
28925,17116575850418,0
28926,17116559526779,0
28927,17116543203156,0
28928,17116526879549,0
28929,17116510555956,0
28930,17116494232380,0
28931,17116477908819,0
28932,17116461585274,0
28933,6680091191450,1321670
28934,17116438891112,0
28935,17116422567604,0
28936,17116406244112,0
28937,17116389920635,0
28938,17116373597173,0
28939,17116357273727,0
28940,17116340950297,1154500
28941,17116324626882,0
28942,17116308303483,0
28943,17116291980099,0
28944,17116275656731,0
28945,17116259333379,1501759
28946,17116243010042,0
28947,17116226686721,0
28948,17116210363415,0
28949,17116194040125,0
28950,17116177716850,0
28951,17116161393591,0
28952,17116145070347,0
28953,17116128747119,0
28954,17116112423907,0
28955,17116096100710,0
28956,17116079777529,0
28957,17116063454363,0
28958,17116047131213,0
28959,17116030808079,0
28960,17116014484960,0
28961,17115998161856,0
28962,17115981838768,0
28963,17115965515696,0
28964,17115949192639,0
28965,17115932869598,0
28966,17115916546573,0
28967,17115900223563,0
28968,17115883900568,0
28969,17115867577589,0
28970,17115851254626,0
28971,17115834931678,0
28972,17115818608746,0
28973,17115802285830,0
28974,17115785962928,0
28975,17115769640043,0
28976,17115753317173,0
28977,17115736994319,0
28978,17115720671480,0
28979,17115704348657,0
28980,17115688025849,0
28981,17115671703057,0
28982,17115655380281,0
28983,17115639057520,0
28984,17115622734774,0
28985,17115606412044,0
28986,17115590089330,0
28987,17115573766631,0
28988,17115557443948,0
28989,17115541121281,0
28990,17115524798629,0
28991,17115508475992,0
28992,17115492153372,0
28993,17115475830766,0
28994,17115459508177,0
28995,17115443185602,0
28996,17115426863044,0
28997,17115410540501,0
28998,17115394217973,0
28999,17115377895462,0
29000,17115361572965,0
29001,17115345250484,0
29002,17115328928019,0
29003,17115312605570,0
29004,17115296283136,0
29005,17115279960717,0
29006,17115263638314,0
29007,17115247315927,0
29008,17115230993555,0
29009,17115214671199,0
29010,17115198348858,0
29011,17115182026533,0
29012,17115165704224,0
29013,17115149381930,0
29014,17115133059651,0
29015,17115116737388,0
29016,17115100415141,0
29017,17115084092909,0
29018,17115067770693,0
29019,17115051448493,0
29020,17115035126308,0
29021,17115018804138,0
29022,17115002481985,0
29023,17114986159846,0
29024,17114969837724,0
29025,17114953515616,0
29026,17114937193525,0
29027,17114920871449,0
29028,17114904549388,0
29029,17114888227343,0
29030,17114871905314,0
29031,17114855583300,0
29032,17114839261302,0
29033,17114822939319,0
29034,17114806617352,0
29035,17114790295401,0
29036,17114773973465,0
29037,17114757651545,0
29038,17114741329640,0
29039,17114725007751,0
29040,17114708685877,0
29041,17114692364019,0
29042,17114676042176,0
29043,17114659720349,0
29044,17114643398538,0
29045,17114627076742,0
29046,17114610754962,0
29047,17114594433197,0
29048,17114578111448,0
29049,17114561789714,0
29050,17114545467996,0
29051,17114529146294,0
29052,17114512824607,0
29053,17114496502936,0
29054,17114480181280,0
29055,17114463859640,0
29056,17114447538015,0
29057,17114431216406,0
29058,17114414894812,0
29059,17114398573235,0
29060,17114382251672,0
29061,17114365930125,0
29062,17114349608594,0
29063,17114333287079,0
29064,17114316965578,0
29065,17114300644094,0
29066,17114284322625,0
29067,17114268001172,0
29068,17114251679734,0
29069,17114235358311,0
29070,17114219036905,0
29071,17114202715514,0
29072,17114186394138,0
29073,17114170072778,0
29074,17114153751434,0
29075,17114137430105,0
29076,17114121108791,0
29077,17114104787494,0
29078,17114088466211,0
29079,17114072144945,0
29080,17114055823694,0
29081,17114039502458,0
29082,17114023181238,0
29083,17114006860034,0
29084,17113990538845,0
29085,17113974217672,0
29086,17113957896514,0
29087,17113941575372,0
29088,17113925254246,0
29089,17113908933135,0
29090,17113892612039,0
29091,17113876290959,0
29092,17113859969895,0
29093,17113843648846,0
29094,17113827327813,0
29095,17113811006796,0
29096,17113794685794,0
29097,17113778364807,0
29098,17113762043836,0
29099,17113745722881,0
29100,17113729401941,0
29101,17113713081017,0
29102,17113696760109,0
29103,17113680439215,0
29104,17113664118338,0
29105,17113647797476,0
29106,17113631476630,0
29107,17113615155799,0
29108,17113598834984,0
29109,17113582514184,0
29110,17113566193400,0
29111,17113549872631,0
29112,17113533551878,0
29113,17113517231141,0
29114,17113500910419,0
29115,17113484589713,0
29116,17113468269022,0
29117,17113451948347,0
29118,17113435627687,0
29119,17113419307043,0
29120,17113402986415,0
29121,17113386665802,0
29122,17113370345205,0
29123,17113354024623,0
29124,17113337704057,0
29125,17113321383506,0
29126,17113305062971,0
29127,17113288742451,0
29128,17113272421948,0
29129,17113256101459,0
29130,17113239780986,0
29131,17113223460529,0
29132,17113207140087,0
29133,17113190819661,0
29134,17113174499251,0
29135,17113158178856,0
29136,17113141858476,0
29137,17113125538112,0
29138,17113109217764,0
29139,17113092897431,0
29140,17113076577114,0
29141,17113060256813,0
29142,17113043936527,0
29143,17113027616256,0
29144,17113011296001,0
29145,17112994975762,0
29146,17112978655538,0
29147,17112962335330,0
29148,17112946015137,0
29149,17112929694960,0
29150,17112913374799,0
29151,17112897054653,0
29152,17112880734522,0
29153,17112864414407,0
29154,17112848094308,0
29155,17112831774224,0
29156,17112815454156,0
29157,17112799134104,0
29158,17112782814067,0
29159,17112766494045,0
29160,17112750174039,0
29161,17112733854049,0
29162,17112717534074,0
29163,17112701214115,0
29164,17112684894171,0
29165,17112668574243,0
29166,17112652254331,0
29167,17112635934434,0
29168,17112619614552,0
29169,17112603294687,0
29170,17112586974836,0
29171,17112570655002,0
29172,17112554335183,0
29173,17112538015379,0
29174,17112521695591,0
29175,17112505375819,0
29176,17112489056062,0
29177,17112472736320,0
29178,17112456416595,0
29179,17112440096885,0
29180,17112423777190,0
29181,17112407457511,0
29182,17112391137847,0
29183,17112374818199,0
29184,17112358498567,0
29185,17112342178950,0
29186,17112325859349,0
29187,17112309539763,0
29188,17112293220193,0
29189,17112276900639,0
29190,17112260581100,0
29191,17112244261576,0
29192,17112227942069,0
29193,17112211622576,0
29194,17112195303100,0
29195,17112178983638,0
29196,17112162664193,0
29197,17112146344763,0
29198,17112130025348,0
29199,17112113705949,0
29200,17112097386566,0
29201,17112081067198,0
29202,17112064747846,0
29203,17112048428509,0
29204,17112032109188,0
29205,17112015789883,0
29206,17111999470593,0
29207,17111983151318,0
29208,17111966832060,0
29209,17111950512816,0
29210,17111934193589,0
29211,17111917874376,0
29212,17111901555180,0
29213,17111885235999,0
29214,17111868916833,0
29215,17111852597684,0
29216,17111836278549,0
29217,17111819959430,0
29218,17111803640327,0
29219,17111787321240,0
29220,17111771002168,0
29221,17111754683111,0
29222,17111738364070,0
29223,17111722045045,0
29224,17111705726035,0
29225,17111689407041,0
29226,17111673088062,0
29227,17111656769099,0
29228,17111640450151,0
29229,17111624131219,0
29230,17111607812303,0
29231,17111591493402,0
29232,17111575174517,0
29233,17111558855647,0
29234,17111542536793,0
29235,17111526217954,0
29236,17111509899131,0
29237,17111493580323,0
29238,17111477261531,0
29239,17111460942755,0
29240,17111444623994,0
29241,17111428305249,0
29242,17111411986519,0
29243,17111395667805,0
29244,17111379349107,0
29245,17111363030424,0
29246,17111346711756,0
29247,17111330393104,0
29248,17111314074468,0
29249,17111297755847,0
29250,17111281437242,0
29251,17111265118652,0
29252,17111248800078,0
29253,17111232481520,0
29254,17111216162977,0
29255,17111199844450,0
29256,17111183525938,0
29257,17111167207441,1327046
29258,17111150888961,0
29259,17111134570496,0
29260,17111118252046,0
29261,17111101933612,0
29262,17111085615194,0
29263,17111069296791,0
29264,17111052978403,0
29265,17111036660032,0
29266,17111020341675,0
29267,17111004023335,0
29268,17110987705010,0
29269,17110971386700,0
29270,17110955068406,0
29271,17110938750128,0
29272,17110922431865,0
29273,17110906113618,0
29274,17110889795386,0
29275,17110873477170,0
29276,17110857158970,0
29277,17110840840785,0
29278,17110824522615,0
29279,17110808204461,0
29280,17110791886323,0
29281,17110775568200,0
29282,17110759250093,0
29283,17110742932001,0
29284,17110726613925,0
29285,17110710295865,0
29286,17110693977820,0
29287,17110677659790,0
29288,17110661341777,0
29289,17110645023778,0
29290,17110628705796,0
29291,17110612387828,1000000
29292,17110596069877,0
29293,516208396113,2871285
29294,15177138172171,1894813
29295,14177882423606,1087662
29296,16875122227608,1145605
29297,16635907704310,1111686
29298,16681206794631,1501026
29299,16924545377139,1521863
29300,14594009397487,1077964
29301,16857884253984,1195403
29302,16431503367250,1000000
29303,15790930705537,1462775
29304,15904308288519,1033071
29305,17110411364864,1016871
29306,17110395047105,0
29307,16606536935483,1664122
29308,17110362892132,0
29309,17110346574419,0
29310,17110330256721,0
29311,17110313939038,0
29312,17110297621371,0
29313,17110281303720,0
29314,17110264986084,0
29315,17110248668464,0
29316,17110232350859,0
29317,17110216033270,0
29318,17110199715696,0
29319,17110183398138,0
29320,17110167080596,0
29321,17110150763069,0
29322,17110134445558,0
29323,17110118128062,0
29324,17110101810582,0
29325,17110085493117,0
29326,17110069175668,0
29327,17110052858234,0
29328,17110036540817,0
29329,17110020223414,0
29330,17110003906027,0
29331,17109987588656,0
29332,17109971271300,0
29333,17109954953960,0
29334,17109938636636,0
29335,17109922319326,0
29336,17109906002033,0
29337,5226120673221,2000000
29338,11303397191439,1000000
29339,7556018676930,1000000
29340,2806967909961,1000000
29341,16601328765492,1000000
29342,7509924682094,1000000
29343,10095078433401,1000000
29344,3264723467815,1000000
29345,10389893789520,1000000
29346,5101719030358,1000000
29347,2336984260008,1000000
29348,17109811300206,0
29349,17109794983018,0
29350,17109778665846,0
29351,17109762348690,0
29352,17109746031549,0
29353,17109729714424,0
29354,17109713397314,0
29355,17109697080220,0
29356,17109680763141,0
29357,17109664446078,0
29358,17109648129030,0
29359,17109631811998,0
29360,17109615494982,0
29361,17109599177981,0
29362,17109582860996,0
29363,17109566544026,0
29364,17109550227072,0
29365,17109533910133,0
29366,17109517593210,0
29367,17109501276303,0
29368,17109484959411,0
29369,17109468642534,0
29370,17109452325674,0
29371,17109436008828,0
29372,5034138603722,3237372
29373,17109414891070,0
29374,17109398574260,0
29375,17109382257466,0
29376,17109365940688,0
29377,17109349623925,0
29378,17109333307178,0
29379,17109316990446,0
29380,17109300673730,0
29381,17109284357029,2106839
29382,17109268040344,0
29383,17109251723675,0
29384,17109235407021,0
29385,17109219090382,0
29386,17109202773760,0
29387,17109186457152,0
29388,17109170140561,0
29389,17109153823984,0
29390,17109137507424,0
29391,17109121190879,0
29392,17109104874349,0
29393,17109088557836,0
29394,17109072241337,0
29395,17109055924854,0
29396,17109039608387,0
29397,17109023291936,0
29398,17109006975499,0
29399,17108990659079,0
29400,17108974342674,0
29401,17108958026285,0
29402,17108941709911,0
29403,17108925393552,0
29404,17108909077210,0
29405,17108892760883,0
29406,17108876444571,0
29407,17108860128275,0
29408,17108843811994,0
29409,17108827495729,0
29410,17108811179480,0
29411,17108794863246,0
29412,10727982769498,2000000
29413,17108768316026,0
29414,17108751999833,0
29415,17108735683656,0
29416,17108719367494,0
29417,17108703051348,0
29418,17108686735217,0
29419,17108670419102,0
29420,17108654103003,0
29421,17108637786919,0
29422,17108621470850,0
29423,17108605154797,0
29424,17108588838760,0
29425,17108572522738,0
29426,17108556206732,0
29427,17108539890741,0
29428,17108523574766,0
29429,17108507258807,0
29430,17108490942863,0
29431,17108474626934,0
29432,17108458311022,0
29433,17108441995124,0
29434,17108425679243,0
29435,17108409363376,0
29436,17108393047526,0
29437,17108376731691,0
29438,17108360415871,0
29439,17108344100067,0
29440,17108327784279,0
29441,17108311468506,0
29442,17108295152749,0
29443,17108278837007,0
29444,17108262521281,0
29445,17108246205571,0
29446,17108229889876,0
29447,17108213574196,0
29448,17108197258532,0
29449,17108180942884,0
29450,17108164627251,0
29451,17108148311634,0
29452,17108131996032,0
29453,17108115680446,0
29454,17108099364876,0
29455,17108083049321,0
29456,17108066733781,0
29457,17108050418257,0
29458,17108034102749,0
29459,17108017787256,0
29460,17108001471779,0
29461,17107985156318,0
29462,17107968840872,0
29463,17107952525441,0
29464,17107936210026,0
29465,17107919894627,0
29466,17107903579243,0
29467,17107887263875,0
29468,17107870948522,0
29469,17107854633185,0
29470,17107838317863,0
29471,17107822002557,0
29472,17107805687267,0
29473,17107789371992,0
29474,17107773056733,0
29475,17107756741489,0
29476,17107740426261,0
29477,17107724111048,0
29478,17107707795851,0
29479,17107691480669,0
29480,17107675165503,0
29481,17107658850353,0
29482,17107642535218,0
29483,17107626220099,0
29484,17107609904995,0
29485,17107593589907,0
29486,17107577274834,0
29487,17107560959777,0
29488,17107544644736,0
29489,17107528329710,0
29490,17107512014699,0
29491,17107495699705,0
29492,17107479384725,0
29493,17107463069762,0
29494,17107446754813,0
29495,17107430439881,0
29496,17107414124964,0
29497,17107397810062,0
29498,17107381495176,0
29499,17107365180306,0
29500,17107348865451,0
29501,17107332550612,0
29502,17107316235788,0
29503,17107299920980,0
29504,17107283606188,0
29505,17107267291411,0
29506,17107250976649,0
29507,17107234661903,0
29508,17107218347173,0
29509,17107202032458,0
29510,17107185717759,0
29511,17107169403075,0
29512,17107153088407,0
29513,17107136773755,0
29514,17107120459118,0
29515,17107104144496,0
29516,17107087829891,0
29517,17107071515300,0
29518,17107055200726,0
29519,17107038886166,0
29520,17107022571623,0
29521,17107006257095,0
29522,17106989942582,0
29523,17106973628085,0
29524,17106957313604,0
29525,17106940999138,0
29526,17106924684688,0
29527,17106908370253,0
29528,17106892055834,0
29529,17106875741430,0
29530,17106859427042,0
29531,17106843112670,0
29532,15226919111086,1000000
29533,14251461165786,1000000
29534,17106798685539,0
29535,17106782371224,0
29536,17106766056925,0
29537,17106749742642,0
29538,17106733428374,0
29539,17106717114122,0
29540,17106700799885,0
29541,17106684485664,0
29542,17106668171458,0
29543,17106651857268,0
29544,17106635543094,0
29545,17106619228935,0
29546,17106602914791,0
29547,17106586600663,0
29548,17106570286551,0
29549,17106553972454,0
29550,17106537658373,0
29551,17106521344308,0
29552,17106505030257,0
29553,17106488716223,0
29554,17106472402204,0
29555,17106456088201,0
29556,17106439774213,0
29557,17106423460241,0
29558,17106407146284,0
29559,17106390832343,0
29560,17106374518417,0
29561,17106358204507,0
29562,17106341890613,0
29563,17106325576734,0
29564,17106309262870,0
29565,17106292949023,0
29566,17106276635190,0
29567,17106260321374,0
29568,17106244007573,0
29569,17106227693787,0
29570,17106211380017,0
29571,17106195066263,0
29572,17106178752524,0
29573,17106162438800,0
29574,17106146125093,0
29575,17106129811400,0
29576,17106113497724,0
29577,17106097184063,0
29578,17106080870417,0
29579,17106064556787,0
29580,17106048243173,0
29581,17106031929574,0
29582,17106015615991,0
29583,17105999302423,0
29584,17105982988871,0
29585,17105966675334,0
29586,17105950361813,0
29587,17105934048307,0
29588,17105917734817,0
29589,17105901421343,0
29590,17105885107884,0
29591,17105868794441,0
