Block number,Coinbase emission,Total fees
5683,17497116763256,0
5684,17497100076705,0
5685,17497083390170,0
5686,17497066703651,0
5687,17497050017148,0
5688,17497033330661,0
5689,17497016644190,0
5690,17496999957734,0
5691,17496983271295,0
5692,17496966584871,0
5693,17496949898464,0
5694,17496933212072,0
5695,17496916525696,0
5696,17496899839336,0
5697,17496883152992,0
5698,17496866466664,0
5699,17496849780352,0
5700,17496833094056,0
5701,17496816407775,0
5702,17496799721511,0
5703,17496783035262,0
5704,17496766349030,0
5705,17496749662813,0
5706,17496732976612,0
5707,17496716290427,0
5708,17496699604258,0
5709,17496682918105,0
5710,17496666231968,0
5711,17496649545847,0
5712,17496632859742,0
5713,17496616173652,0
5714,17496599487579,0
5715,17496582801521,0
5716,17496566115480,0
5717,17496549429454,0
5718,17496532743444,0
5719,17496516057450,0
5720,17496499371472,0
5721,17496482685510,0
5722,17496465999564,0
5723,17496449313634,0
5724,17496432627719,0
5725,17496415941821,0
5726,17496399255938,0
5727,17496382570072,0
5728,17496365884221,0
5729,17496349198386,0
5730,17496332512568,0
5731,17496315826765,0
5732,17496299140978,0
5733,17496282455206,0
5734,17496265769451,0
5735,17496249083712,0
5736,17496232397989,0
5737,17496215712281,0
5738,17496199026590,0
5739,17496182340914,0
5740,17496165655254,0
5741,17496148969610,0
5742,17496132283982,0
5743,17496115598370,0
5744,17496098912774,0
5745,17496082227194,0
5746,17496065541630,0
5747,17496048856082,0
5748,17496032170549,0
5749,17496015485033,0
5750,17495998799532,0
5751,17495982114047,0
5752,17495965428579,0
5753,17495948743126,0
5754,17495932057689,0
5755,17495915372268,0
5756,17495898686863,0
5757,17495882001473,0
5758,17495865316100,0
5759,17495848630743,0
5760,17495831945401,0
5761,17495815260076,0
5762,17495798574766,0
5763,17495781889472,0
5764,17495765204194,0
5765,17495748518932,0
5766,17495731833686,0
5767,17495715148456,0
5768,17495698463242,0
5769,17495681778044,0
5770,17495665092861,0
5771,17495648407695,0
5772,17495631722545,0
5773,17495615037410,0
5774,17495598352291,0
5775,17495581667188,0
5776,17495564982101,0
5777,17495548297031,0
5778,17495531611975,0
5779,17495514926936,0
5780,17495498241913,0
5781,17495481556906,0
5782,17495464871914,0
5783,17495448186939,0
5784,17495431501979,0
5785,17495414817036,0
5786,17495398132108,2000000
5787,17495381447196,0
5788,17495364762300,0
5789,17495348077420,0
5790,17495331392556,0
5791,17495314707708,0
5792,17495298022875,0
5793,17495281338059,0
5794,17495264653258,0
5795,17495247968474,0
5796,17495231283705,0
5797,17495214598953,0
5798,17495197914216,0
5799,17495181229495,0
5800,17495164544790,0
5801,17495147860101,0
5802,17495131175428,0
5803,17495114490770,0
5804,17495097806129,0
5805,17495081121503,0
5806,17495064436894,0
5807,17495047752300,0
5808,17495031067723,0
5809,17495014383161,0
5810,17494997698615,0
5811,17494981014085,0
5812,2167696060291,1135269
5813,17494962262295,0
5814,17494945577799,0
5815,17494928893318,0
5816,17494912208854,0
5817,17494895524406,0
5818,17494878839973,0
5819,17494862155556,0
5820,17494845471156,0
5821,17494828786771,0
5822,17494812102402,0
5823,17494795418049,0
5824,17494778733712,0
5825,17494762049391,0
5826,17494745365086,0
5827,17494728680796,0
5828,17494711996523,0
5829,17494695312265,0
5830,17494678628024,0
5831,17494661943798,0
5832,17494645259588,0
5833,17494628575395,0
5834,17494611891217,0
5835,17494595207055,0
5836,17494578522908,0
5837,17494561838778,0
5838,17494545154664,0
5839,17494528470566,0
5840,17494511786483,0
5841,17494495102416,0
5842,17494478418366,0
5843,17494461734331,0
5844,17494445050312,0
5845,17494428366309,0
5846,17494411682322,0
5847,17494394998351,0
5848,17494378314396,0
5849,17494361630457,0
5850,17494344946533,0
5851,17494328262626,0
5852,17494311578734,0
5853,17494294894859,0
5854,17494278210999,0
5855,17494261527155,0
5856,17494244843327,0
5857,17494228159515,0
5858,17494211475719,0
5859,17494194791939,0
5860,17494178108175,0
5861,17494161424426,0
5862,17494144740694,0
5863,17494128056977,0
5864,17494111373277,0
5865,17494094689592,0
5866,17494078005923,0
5867,17494061322270,0
5868,17494044638633,0
5869,17494027955012,0
5870,17494011271407,0
5871,17493994587818,0
5872,17493977904245,0
5873,17493961220687,0
5874,17493944537146,0
5875,17493927853620,0
5876,17493911170110,0
5877,17493894486617,0
5878,17493877803139,0
5879,17493861119677,0
5880,17493844436231,0
5881,17493827752801,0
5882,17493811069386,0
5883,17493794385988,0
5884,17493777702606,0
5885,17493761019239,0
5886,17493744335889,0
5887,17493727652554,0
5888,17493710969235,0
5889,17493694285932,0
5890,17493677602645,0
5891,17493660919374,0
5892,17493644236119,0
5893,17493627552880,0
5894,17493610869657,0
5895,17493594186449,0
5896,17493577503258,0
5897,17493560820082,0
5898,17493544136923,0
5899,17493527453779,0
5900,17493510770651,0
5901,17493494087539,0
5902,17493477404443,0
5903,17493460721363,0
5904,17493444038299,0
5905,17493427355251,0
5906,17493410672218,0
5907,17493393989202,0
5908,17493377306201,0
5909,17493360623217,0
5910,17493343940248,0
5911,17493327257295,0
5912,17493310574358,0
5913,17493293891437,0
5914,17493277208532,0
5915,17493260525643,0
5916,17493243842770,0
5917,17493227159912,0
5918,17493210477071,0
5919,17493193794245,0
5920,17493177111436,0
5921,17493160428642,0
5922,17493143745864,0
5923,17493127063102,0
5924,17493110380356,0
5925,17493093697626,0
5926,17493077014912,0
5927,17493060332214,0
5928,17493043649531,0
5929,17493026966865,0
5930,17493010284214,0
5931,17492993601580,0
5932,17492976918961,0
5933,17492960236358,0
5934,17492943553771,0
5935,17492926871200,0
5936,17492910188645,0
5937,17492893506106,0
5938,17492876823583,0
5939,17492860141075,0
5940,17492843458584,0
5941,17492826776108,0
5942,17492810093649,0
5943,17492793411205,0
5944,17492776728777,0
5945,17492760046365,0
5946,17492743363969,0
5947,17492726681589,0
5948,17492709999225,0
5949,17492693316877,0
5950,17492676634545,0
5951,17492659952228,0
5952,17492643269928,0
5953,17492626587643,0
5954,17492609905374,0
5955,17492593223122,0
5956,17492576540885,0
5957,17492559858664,0
5958,17492543176459,0
5959,17492526494269,0
5960,17492509812096,0
5961,17492493129939,0
5962,17492476447797,0
5963,17492459765672,0
5964,17492443083562,0
5965,17492426401469,0
5966,17492409719391,0
5967,17492393037329,0
5968,17492376355283,0
5969,17492359673253,0
5970,17492342991239,0
5971,17492326309241,0
5972,17492309627258,0
5973,17492292945292,0
5974,17492276263341,0
5975,17492259581407,0
5976,17492242899488,0
5977,17492226217585,0
5978,17492209535698,0
5979,17492192853827,0
5980,17492176171972,0
5981,17492159490133,0
5982,17492142808310,0
5983,17492126126503,0
5984,17492109444711,0
5985,17492092762936,0
5986,17492076081176,0
5987,17492059399432,0
5988,17492042717704,0
5989,17492026035993,0
5990,17492009354297,0
5991,17491992672617,0
5992,17491975990952,0
5993,17491959309304,0
5994,17491942627672,0
5995,17491925946055,0
5996,17491909264455,0
5997,17491892582870,0
5998,17491875901302,1982101
5999,17491859219749,0
6000,17491842538212,0
6001,17491825856691,0
6002,17491809175186,0
6003,17491792493697,0
6004,17491775812223,0
6005,17491759130766,0
6006,17491742449325,0
6007,17491725767899,0
6008,17491709086490,0
6009,17491692405096,0
6010,17491675723718,0
6011,17491659042356,0
6012,17491642361010,0
6013,17491625679680,0
6014,17491608998366,0
6015,17491592317068,0
6016,17491575635785,0
6017,17491558954519,0
6018,17491542273268,0
6019,17491525592034,0
6020,17491508910815,0
6021,17491492229612,0
6022,17491475548425,0
6023,17491458867254,0
6024,17491442186099,0
6025,17491425504960,0
6026,17491408823837,0
6027,17491392142729,0
6028,17491375461638,0
6029,17491358780562,0
6030,17491342099503,0
6031,17491325418459,0
6032,17491308737431,0
6033,17491292056419,0
6034,17491275375423,0
6035,17491258694443,0
6036,17491242013479,0
6037,17491225332531,0
6038,17491208651599,0
6039,17491191970682,0
6040,17491175289782,0
6041,17491158608897,0
6042,17491141928028,0
6043,17491125247175,0
6044,17491108566338,0
6045,17491091885517,0
6046,17491075204712,0
6047,17491058523923,0
6048,17491041843150,0
6049,17491025162392,0
6050,17491008481651,0
6051,17490991800925,0
6052,17490975120216,0
6053,17490958439522,0
6054,17490941758844,0
6055,17490925078182,0
6056,17490908397536,0
6057,17490891716906,0
6058,17490875036292,0
6059,17490858355694,0
6060,17490841675111,0
6061,17490824994545,0
6062,17490808313994,0
6063,17490791633460,0
6064,17490774952941,0
6065,17490758272438,0
6066,17490741591951,0
6067,17490724911480,0
6068,17490708231025,0
6069,17490691550586,0
6070,17490674870162,0
6071,17490658189755,0
6072,17490641509363,0
6073,17490624828988,0
6074,17490608148628,0
6075,17490591468284,1905374
6076,17490574787957,0
6077,17490558107645,1776108
6078,17490541427349,2726045
6079,17490524747068,0
6080,17490508066804,1086490
6081,17490491386556,1762936
6082,17490474706323,0
6083,17490458026107,0
6084,17490441345906,0
6085,17490424665722,0
6086,17490407985553,1538212
6087,17490391305400,1578734
6088,17490374625263,0
6089,17490357945142,0
6090,17490341265037,0
6091,17490324584948,0
6092,17490307904874,0
6093,17490291224817,0
6094,17490274544775,0
6095,17490257864750,0
6096,17490241184740,0
6097,17490224504746,0
6098,17490207824768,0
6099,17490191144806,0
6100,17490174464860,0
6101,17490157784930,0
6102,17490141105016,0
6103,17490124425117,0
6104,17490107745235,0
6105,17490091065368,0
6106,17490074385518,0
6107,17490057705683,0
6108,17490041025864,0
6109,17490024346061,0
6110,17490007666274,0
6111,17489990986503,0
6112,17489974306748,0
6113,17489957627009,0
6114,17489940947285,0
6115,17489924267578,0
6116,17489907587886,0
6117,17489890908211,0
6118,17489874228551,0
6119,17489857548907,0
6120,17489840869279,0
6121,17489824189667,0
6122,17489807510071,0
6123,17489790830491,0
6124,17489774150926,0
6125,17489757471378,0
6126,17489740791845,0
6127,17489724112329,0
6128,17489707432828,0
6129,17489690753343,0
6130,17489674073874,0
6131,17489657394421,1013479
6132,17489640714984,0
6133,17489624035563,0
6134,17489607356158,0
6135,17489590676769,0
6136,17489573997395,0
6137,17489557318038,0
6138,17489540638696,0
6139,17489523959370,1120216
6140,17489507280061,1000000
6141,17489490600767,1000000
6142,17489473921489,0
6143,17489457242227,1000000
6144,17489440562980,0
6145,17489423883750,0
6146,17489407204536,1149492
6147,17489390525337,0
6148,17489373846155,1141075
6149,17489357166988,0
6150,17489340487837,0
6151,17489323808703,0
6152,17489307129584,0
6153,17489290450481,0
6154,17489273771393,0
6155,17489257092322,0
6156,17489240413267,0
6157,17489223734228,0
6158,17489207055204,0
6159,17489190376197,0
6160,17489173697205,0
6161,17489157018229,0
6162,17489140339269,0
6163,17489123660325,0
6164,17489106981397,0
6165,17489090302485,0
6166,17489073623589,0
6167,17489056944708,0
6168,17489040265844,0
6169,17489023586996,0
6170,17489006908163,0
6171,17488990229346,0
6172,17488973550545,0
6173,17488956871761,0
6174,17488940192992,0
6175,17488923514238,1153394
6176,17488906835501,0
6177,17488890156780,0
6178,17488873478075,0
6179,17488856799385,0
6180,17488840120712,0
6181,17488823442054,0
6182,17488806763412,0
6183,17488790084786,0
6184,17488773406176,0
6185,17488756727582,0
6186,17488740049004,0
6187,17488723370442,0
6188,17488706691896,0
6189,17488690013365,0
6190,17488673334851,0
6191,17488656656352,0
6192,17488639977870,0
6193,17488623299403,0
6194,17488606620952,0
6195,17488589942517,0
6196,17488573264098,0
6197,17488556585695,0
6198,17488539907308,0
6199,17488523228936,0
6200,17488506550581,0
6201,17488489872241,0
6202,17488473193918,0
6203,17488456515610,0
6204,17488439837318,0
6205,17488423159042,0
6206,17488406480782,0
6207,17488389802538,0
6208,17488373124310,0
6209,17488356446098,0
6210,17488339767901,0
6211,17488323089721,0
6212,17488306411556,2910077
6213,17488289733408,1356158
6214,17488273055275,0
6215,17488256377158,0
6216,17488239699057,0
6217,17488223020972,0
6218,17488206342903,0
6219,17488189664850,0
6220,17488172986812,0
6221,17488156308791,0
6222,17488139630785,0
6223,17488122952796,0
6224,17488106274822,0
6225,17488089596864,0
6226,17488072918922,0
6227,17488056240996,0
6228,17488039563086,0
6229,17488022885192,0
6230,17488006207314,0
6231,17487989529451,0
6232,17487972851605,0
6233,17487956173774,1000000
6234,17487939495960,2000000
6235,17487922818161,0
6236,17487906140378,0
6237,17487889462611,0
6238,17487872784860,0
6239,17487856107125,0
6240,17487839429406,0
6241,17487822751703,0
6242,17487806074015,0
6243,17487789396344,0
6244,17487772718688,1634545
6245,17487756041048,1799385
6246,17487739363425,1928028
6247,17487722685817,1471378
6248,17487706008225,1506106
6249,17487689330649,0
6250,17487672653089,1229346
6251,17487655975544,0
6252,17487639298016,0
6253,17487622620503,0
6254,17487605943007,0
6255,17487589265526,0
6256,17487572588061,0
6257,17487555910613,0
6258,17487539233180,0
6259,17487522555763,0
6260,17487505878362,0
6261,17487489200976,0
6262,17487472523607,0
6263,17487455846254,0
6264,17487439168916,1907308
6265,17487422491595,0
6266,17487405814289,0
6267,17487389136999,0
6268,17487372459725,0
6269,17487355782467,0
6270,17487339105225,0
6271,17487322427999,0
6272,17487305750789,0
6273,17487289073594,0
6274,17487272396416,0
6275,17487255719253,0
6276,17487239042107,0
6277,17487222364976,0
6278,17487205687861,1000000
6279,17487189010762,0
6280,17487172333679,0
6281,17487155656612,0
6282,17487138979561,0
6283,17487122302526,0
6284,17487105625506,0
6285,17487088948503,0
6286,17487072271515,0
6287,17487055594543,0
6288,17487038917588,0
6289,17487022240648,0
6290,17487005563724,0
6291,17486988886816,0
6292,17486972209923,0
6293,17486955533047,0
6294,17486938856187,0
6295,17486922179342,0
6296,17486905502514,0
6297,17486888825701,1727582
6298,17486872148904,0
6299,17486855472124,0
6300,17486838795359,0
6301,17486822118610,0
6302,17486805441876,0
6303,17486788765159,0
6304,17486772088458,0
6305,17486755411772,0
6306,17486738735103,0
6307,17486722058449,0
6308,17486705381812,0
6309,17486688705190,0
6310,17486672028584,0
6311,17486655351994,0
6312,17486638675420,0
6313,17486621998862,0
6314,17486605322319,0
6315,17486588645793,0
6316,17486571969283,0
6317,17486555292788,0
6318,17486538616309,0
6319,17486521939847,0
6320,17486505263400,0
6321,17486488586969,0
6322,17486471910554,0
6323,17486455234155,0
6324,17486438557771,0
6325,17486421881404,0
6326,17486405205053,0
6327,17486388528717,0
6328,17486371852397,0
6329,17486355176094,0
6330,17486338499806,0
6331,17486321823534,0
6332,17486305147278,0
6333,17486288471038,0
6334,17486271794814,0
6335,17486255118605,0
6336,17486238442413,0
6337,17486221766236,0
6338,17486205090076,0
6339,17486188413931,0
6340,17486171737802,0
6341,17486155061689,0
6342,17486138385593,0
6343,17486121709511,0
6344,17486105033446,0
6345,17486088357397,0
6346,17486071681364,0
6347,17486055005346,0
6348,17486038329345,0
6349,17486021653359,0
6350,17486004977389,0
6351,17485988301435,0
6352,17485971625497,0
6353,17485954949575,0
6354,17485938273669,0
6355,17485921597779,0
6356,17485904921905,0
6357,17485888246046,0
6358,17485871570204,0
6359,17485854894377,0
6360,17485838218566,0
6361,17485821542772,0
6362,17485804866993,0
6363,17485788191230,0
6364,17485771515483,0
6365,17485754839751,0
6366,17485738164036,0
6367,17485721488337,0
6368,17485704812653,0
6369,17485688136986,0
6370,17485671461334,0
6371,17485654785698,0
6372,17485638110078,0
6373,17485621434474,0
6374,17485604758886,0
6375,17485588083314,0
6376,17485571407758,0
6377,17485554732218,0
6378,17485538056693,0
6379,17485521381185,0
6380,17485504705692,0
6381,17485488030215,0
6382,17485471354754,0
6383,17485454679309,0
6384,17485438003880,0
6385,17485421328467,0
6386,17485404653070,0
6387,17485387977689,0
6388,17485371302323,0
6389,17485354626974,0
6390,17485337951640,0
6391,17485321276322,0
6392,17485304601020,0
6393,17485287925735,0
6394,17485271250465,0
6395,17485254575210,0
6396,17485237899972,0
6397,17485221224750,0
6398,17485204549544,0
6399,17485187874353,0
6400,17485171199178,0
6401,17485154524020,0
6402,17485137848877,0
6403,17485121173750,0
6404,17485104498639,0
6405,17485087823544,0
6406,17485071148465,0
6407,17485054473402,0
6408,17485037798354,0
6409,17485021123323,0
6410,17485004448307,0
6411,17484987773308,0
6412,17484971098324,0
6413,17484954423356,0
6414,17484937748404,0
6415,17484921073468,0
6416,17484904398548,0
6417,17484887723643,0
6418,17484871048755,0
6419,17484854373883,0
6420,17484837699026,0
6421,17484821024185,0
6422,17484804349361,0
6423,17484787674552,0
6424,17484770999759,0
6425,17484754324982,0
6426,17484737650221,0
6427,17484720975476,0
6428,17484704300746,0
6429,17484687626033,0
6430,17484670951335,0
6431,17484654276654,0
6432,17484637601988,0
6433,17484620927338,0
6434,17484604252704,0
6435,17484587578086,0
6436,17484570903484,0
6437,17484554228898,0
6438,17484537554328,0
6439,17484520879773,0
6440,17484504205235,0
6441,17484487530712,0
6442,17484470856205,0
6443,17484454181715,0
6444,17484437507240,0
6445,17484420832781,0
6446,17484404158338,0
6447,17484387483911,0
6448,17484370809499,0
6449,17484354135104,0
6450,17484337460724,0
6451,17484320786361,0
6452,17484304112013,0
6453,17484287437681,0
6454,17484270763366,0
6455,17484254089066,0
6456,17484237414781,0
6457,17484220740513,0
6458,17484204066261,0
6459,17484187392025,0
6460,17484170717804,0
6461,17484154043600,0
6462,17484137369411,0
6463,17484120695238,0
6464,17484104021081,0
6465,17484087346940,0
6466,17484070672815,0
6467,17484053998706,0
6468,17484037324613,0
6469,17484020650536,0
6470,17484003976474,0
6471,17483987302429,0
6472,17483970628399,0
6473,17483953954385,0
6474,17483937280387,0
6475,17483920606406,0
6476,17483903932440,0
6477,17483887258489,0
6478,17483870584555,0
6479,17483853910637,0
6480,17483837236734,0
6481,17483820562848,0
6482,17483803888977,0
6483,17483787215123,0
6484,17483770541284,0
6485,17483753867461,0
6486,17483737193654,0
6487,17483720519863,0
6488,17483703846087,0
6489,17483687172328,0
6490,17483670498585,0
6491,17483653824857,0
6492,17483637151146,0
6493,17483620477450,0
6494,17483603803770,0
6495,17483587130106,0
6496,17483570456458,0
6497,17483553782826,0
6498,17483537109210,0
6499,17483520435610,0
6500,17483503762025,0
6501,17483487088457,0
6502,17483470414904,0
6503,17483453741367,0
6504,17483437067847,0
6505,17483420394342,0
6506,17483403720853,0
6507,17483387047380,0
6508,17483370373922,0
6509,17483353700481,0
6510,17483337027056,0
6511,17483320353646,0
6512,17483303680253,0
6513,17483287006875,0
6514,17483270333513,0
6515,17483253660167,0
6516,17483236986837,0
6517,17483220313523,0
6518,17483203640225,0
6519,17483186966943,0
6520,17483170293676,0
6521,17483153620426,0
6522,17483136947191,0
6523,17483120273973,0
6524,17483103600770,0
6525,17483086927583,0
6526,17483070254412,0
6527,17483053581257,0
6528,17483036908118,0
6529,17483020234995,0
6530,17483003561887,0
6531,17482986888796,0
6532,17482970215720,0
6533,17482953542660,0
6534,17482936869617,0
6535,17482920196589,0
6536,17482903523577,0
6537,17482886850581,4000000
6538,17482870177601,0
6539,17482853504636,0
6540,17482836831688,0
6541,17482820158756,0
6542,17482803485839,0
6543,17482786812938,0
6544,17482770140054,0
6545,17482753467185,0
6546,17482736794332,0
6547,17482720121495,0
6548,17482703448673,0
6549,17482686775868,0
6550,17482670103079,0
6551,17482653430305,0
6552,17482636757548,0
6553,17482620084806,0
6554,17482603412080,0
6555,17482586739371,0
6556,17482570066677,0
6557,17482553393999,0
6558,17482536721336,0
6559,17482520048690,0
6560,17482503376060,0
6561,17482486703445,0
6562,17482470030847,0
6563,17482453358264,0
6564,17482436685697,0
6565,17482420013146,0
6566,17482403340612,0
6567,17482386668092,0
6568,17482369995589,0
6569,17482353323102,0
6570,17482336650631,0
6571,17482319978175,0
6572,17482303305736,0
6573,17482286633312,0
6574,17482269960904,0
6575,17482253288512,0
6576,17482236616136,0
6577,17482219943776,0
6578,17482203271432,0
6579,17482186599104,0
6580,17482169926792,0
6581,17482153254495,0
6582,17482136582215,0
6583,17482119909950,0
6584,17482103237701,0
6585,17482086565468,0
6586,17482069893251,0
6587,17482053221050,0
6588,17482036548865,0
6589,17482019876696,0
6590,17482003204543,0
6591,17481986532405,0
6592,17481969860284,0
6593,17481953188178,0
6594,17481936516088,0
6595,17481919844014,0
6596,17481903171956,0
6597,17481886499914,0
6598,17481869827888,0
6599,17481853155878,0
6600,17481836483884,0
6601,17481819811905,0
6602,17481803139943,0
6603,17481786467996,0
6604,17481769796065,0
6605,17481753124150,0
6606,17481736452251,0
6607,17481719780368,0
6608,17481703108501,0
6609,17481686436650,0
6610,17481669764814,0
6611,17481653092995,0
6612,17481636421191,0
6613,17481619749404,0
6614,17481603077632,0
6615,17481586405876,0
6616,17481569734136,3000000
6617,17481553062412,0
6618,17481536390704,0
6619,17481519719012,0
6620,17481503047335,0
6621,17481486375675,0
6622,17481469704030,0
6623,17481453032402,0
6624,17481436360789,0
6625,17481419689192,0
6626,17481403017611,0
6627,17481386346046,0
6628,17481369674497,0
6629,17481353002963,0
6630,17481336331446,0
6631,17481319659945,0
6632,17481302988459,0
6633,17481286316989,0
6634,17481269645536,0
6635,17481252974098,0
6636,17481236302676,0
6637,17481219631270,0
6638,17481202959879,0
6639,17481186288505,0
6640,17481169617147,0
6641,17481152945804,0
6642,17481136274478,0
6643,17481119603167,0
6644,17481102931872,0
6645,17481086260593,0
6646,17481069589330,0
6647,17481052918083,1228936
6648,17481036246852,0
6649,17481019575637,0
6650,17481002904437,0
6651,17480986233254,0
6652,17480969562086,0
6653,17480952890935,0
6654,17480936219799,0
6655,17480919548679,0
6656,17480902877575,0
6657,17480886206487,0
6658,17480869535415,0
6659,17480852864358,0
6660,17480836193318,0
6661,17480819522293,0
6662,17480802851285,0
6663,17480786180292,0
6664,17480769509315,0
6665,17480752838354,0
6666,17480736167409,0
6667,17480719496480,0
6668,17480702825567,0
6669,17480686154670,0
6670,17480669483788,0
6671,17480652812923,0
6672,17480636142073,0
6673,17480619471239,0
6674,17480602800422,0
6675,17480586129620,0
6676,17480569458834,0
6677,17480552788064,0
6678,17480536117309,0
6679,17480519446571,0
6680,17480502775849,0
6681,17480486105142,0
6682,17480469434451,0
6683,17480452763777,0
6684,17480436093118,0
6685,17480419422475,0
6686,17480402751848,0
6687,17480386081237,0
6688,17480369410641,0
6689,17480352740062,0
6690,17480336069499,0
6691,17480319398951,0
6692,17480302728419,0
6693,17480286057904,0
6694,17480269387404,0
6695,17480252716920,0
6696,17480236046452,0
6697,17480219376000,0
6698,17480202705563,0
6699,17480186035143,0
6700,17480169364738,0
6701,17480152694350,0
6702,17480136023977,0
6703,17480119353620,0
6704,17480102683280,0
6705,17480086012955,0
6706,17480069342646,0
6707,17480052672352,0
6708,17480036002075,0
6709,17480019331814,0
6710,17480002661568,0
6711,17479985991339,0
6712,17479969321125,0
6713,17479952650927,0
6714,17479935980745,0
6715,17479919310579,0
6716,17479902640429,0
6717,17479885970295,0
6718,17479869300177,0
6719,17479852630074,0
6720,17479835959988,0
6721,17479819289917,0
6722,17479802619862,0
6723,17479785949824,0
6724,17479769279801,0
6725,17479752609794,0
6726,17479735939803,0
6727,17479719269827,0
6728,17479702599868,0
6729,17479685929925,0
6730,17479669259997,0
6731,17479652590085,0
6732,17479635920190,0
6733,17479619250310,0
6734,17479602580446,0
6735,17479585910598,0
6736,17479569240766,0
6737,17479552570949,0
6738,17479535901149,0
6739,17479519231365,0
6740,17479502561596,0
6741,17479485891843,0
6742,17479469222107,0
6743,17479452552386,0
6744,17479435882681,0
6745,17479419212992,0
6746,17479402543319,0
6747,17479385873661,0
6748,17479369204020,0
6749,17479352534394,0
6750,17479335864785,0
6751,17479319195191,0
6752,17479302525613,0
6753,17479285856052,0
6754,17479269186506,0
6755,17479252516975,0
6756,17479235847461,0
6757,17479219177963,0
6758,17479202508481,0
6759,17479185839014,0
6760,17479169169563,0
6761,17479152500129,0
6762,17479135830710,0
6763,17479119161307,0
6764,17479102491920,0
6765,17479085822549,0
6766,17479069153194,0
6767,17479052483854,0
6768,17479035814531,0
6769,17479019145223,0
6770,17479002475932,0
6771,17478985806656,0
6772,17478969137396,0
6773,17478952468152,0
6774,17478935798924,0
6775,17478919129712,0
6776,17478902460516,0
6777,17478885791335,0
6778,17478869122171,0
6779,17478852453022,0
6780,17478835783890,0
6781,17478819114773,0
6782,17478802445672,0
6783,17478785776587,0
6784,17478769107518,0
6785,17478752438465,0
6786,17478735769428,0
6787,17478719100406,0
6788,17478702431401,0
6789,17478685762411,0
6790,17478669093437,0
6791,17478652424480,0
6792,17478635755538,0
6793,17478619086612,0
6794,17478602417702,0
6795,17478585748807,0
6796,17478569079929,0
6797,17478552411067,0
6798,17478535742220,0
6799,17478519073390,0
6800,17478502404575,0
6801,17478485735776,0
6802,17478469066993,0
6803,17478452398226,0
6804,17478435729475,0
6805,17478419060740,0
6806,17478402392020,0
6807,17478385723317,0
6808,17478369054629,0
6809,17478352385958,0
6810,17478335717302,0
6811,17478319048662,0
6812,17478302380038,0
6813,17478285711430,0
6814,17478269042838,0
6815,17478252374261,0
6816,17478235705701,0
6817,17478219037157,0
6818,17478202368628,0
6819,17478185700115,0
6820,17478169031618,0
6821,17478152363138,0
6822,17478135694673,0
6823,17478119026223,0
6824,17478102357790,0
6825,17478085689373,0
6826,17478069020971,0
6827,17478052352586,0
6828,17478035684216,0
6829,17478019015863,0
6830,17478002347525,0
6831,17477985679203,0
6832,17477969010897,0
6833,17477952342607,0
6834,17477935674332,0
6835,17477919006074,0
6836,17477902337832,0
6837,17477885669605,0
6838,17477869001394,0
6839,17477852333200,0
6840,17477835665021,0
6841,17477818996858,0
6842,17477802328711,0
6843,17477785660579,0
6844,17477768992464,0
6845,17477752324365,0
6846,17477735656281,0
6847,17477718988214,0
6848,17477702320162,0
6849,17477685652126,0
6850,17477668984106,0
6851,17477652316102,0
6852,17477635648114,0
6853,17477618980142,0
6854,17477602312185,0
6855,17477585644245,0
6856,17477568976321,0
6857,17477552308412,0
6858,17477535640519,0
6859,17477518972642,0
6860,17477502304781,0
6861,17477485636936,0
6862,17477468969107,0
6863,17477452301294,0
6864,17477435633496,0
6865,17477418965715,0
6866,17477402297949,0
6867,17477385630200,0
6868,17477368962466,0
6869,17477352294748,0
6870,17477335627046,0
6871,17477318959360,0
6872,17477302291690,0
6873,17477285624035,0
6874,17477268956397,0
6875,17477252288774,0
6876,17477235621168,0
6877,17477218953577,0
6878,17477202286002,0
6879,17477185618443,0
6880,17477168950900,0
6881,17477152283373,0
6882,17477135615862,0
6883,17477118948366,0
6884,17477102280887,0
6885,17477085613423,0
6886,17477068945976,0
6887,17477052278544,0
6888,17477035611128,0
6889,17477018943728,0
6890,17477002276344,0
6891,17476985608976,0
6892,17476968941623,0
6893,17476952274287,0
6894,17476935606967,0
6895,17476918939662,0
6896,17476902272373,0
6897,17476885605100,0
6898,17476868937843,0
6899,17476852270602,0
6900,17476835603377,0
6901,17476818936168,0
6902,17476802268975,0
6903,17476785601797,0
6904,17476768934636,0
6905,17476752267490,0
6906,17476735600360,0
6907,17476718933246,0
6908,17476702266148,0
6909,17476685599066,0
6910,17476668932000,0
6911,17476652264950,0
6912,17476635597915,0
6913,17476618930897,0
6914,17476602263894,0
6915,17476585596908,0
6916,17476568929937,0
6917,17476552262982,0
6918,17476535596043,0
6919,17476518929120,0
6920,17476502262212,0
6921,17476485595321,0
6922,17476468928446,0
6923,17476452261586,0
6924,17476435594742,0
6925,17476418927915,0
6926,17476402261103,0
6927,17476385594307,0
6928,17476368927527,0
6929,17476352260762,0
6930,17476335594014,0
6931,17476318927282,0
6932,17476302260565,0
6933,17476285593865,0
6934,17476268927180,0
6935,17476252260511,0
6936,17476235593858,0
6937,17476218927221,0
6938,17476202260600,0
6939,17476185593995,0
6940,17476168927405,0
6941,17476152260832,0
6942,17476135594274,0
6943,17476118927733,0
6944,17476102261207,0
6945,17476085594697,0
6946,17476068928203,0
6947,17476052261725,0
